original_message,encoded_message,algorithm,error,probability,decoded_message
zqcalstrenkmccpljqjcbeaimphpojnszfaejrzmgjxtffntovafenrsscbtdkvi,F01111010011100010110001101100001011011000111001101110100011100100110010101101110111010110110110101100011011000110111000001101100011010100111000101101010011100110110001000100101011000010110100101101101011100000110100001110000011011110110101001101110011100100111101001100110011000010110010101101010011100110111101001101101011001110110101001111000111101000110011001100110011011100111010001101101011101100110000101100110011001010110111001110010011100110111001101100011011000100111010001100100001010110111011001101001856d,Fletcher,True,0.04,zqcalstrenëmccpljqjsb%aimphpojnrzfaejszmgjxôffntmvafenrsscbtd+vi
bawzzbceuxtmdqtnmezpmytkamdt,H1001110000100110000010111011101111101000111010011000100100001101110010101110101011110000111010001101101011001000111000101110100001101110011011010110010101111010011100000110110101111001011101000110101101100001011011010110010001110100,Hamming,True,0.02,bqwz:bCeuxtmdqtnmezpmytkamdt
ogdmqzmhmidrfzfewwomzuyqtondvdjcyvoxqqyemwjhwoqabqtgpegvpeajmaqjvqgaajtyeaaq,F01101111011001110110010001101101011100010111101001101101011010000110110101101001011001000111001001100110011110100110011001100101011101110111011101101111011011010111101001110101011110010111000101110100011011110110011001100100011101110110010001101010011000100111100101110110011010110111100001110001011100010111100101100101011011010111011101101010011010000111011101101111011100010110000101100010011100010111010001100111011100000110010101100111011101100111000001100101011000010110101001101101011000010111000101101010011101100111000101100111011000010111000101101010011000000110100101100101011000010110000101110001edbc,Fletcher,True,0.013333333333333334,ogdmqzmhmidrfzfewwomzuyqtofdwdjbyvkxqqyemwjhwoqabqtgpegvpeajmaqjvqgaqj`ieaaq
ssgnkdxgzbyhmlruikaalfzfuiixkaazcvlvacdjajnkykismsvclxouuehqdpdogdc,F011100110111001101100111011011100110101101100110011110000110011101111010011000100111100101101000011011010110110001110010011101010110100101101111011000010110000101101100011001100111101001100110011101010110100100101001011110000100101101100001011000010111101001100011011101100110110001110010011000010110001101100100011010100110000101100010011011100110101101111001011010110110100101110011001011010111001101110110011000110110110001111100011011110111010101110111011001010110100001110001011011000111000001100100011011110110011101100100011000117b03,Fletcher,True,0.013333333333333334,ssgnkfxgzbyhmlruioaalfzfui)xKaazcvlracdjabnkykis-svcl|ouwehqlpdogdc
rokixyzdbvapgsxmwemvbocbhjtamtfdpqiidhrzbswcjwgeaxbkdjtdsfgov,F01110010011011110110101101101001011110000111100101111010011001000110001001110110011000010111000001100111011100110111100001101101011101110110010101101101011101100110001001101111011000110110001001101000011010100111010001100001011010010111010001100110011001000111000001110001011000010110100101100100011010000111001001111010011000100111001101110111011000110110101001110111011001110110010101100001011110000110001001111011011001000110101001110100011001000111001101100110011001110110111101110110cddc,Fletcher,True,0.013333333333333334,rokixyzdbvapgsxmwemvbocbhjtaitfdpqaidhrzbswcjwgeaxb{djtdsfgov
fjozhtdpawmicxaqkzzwjbueofwqennywbicsphmxqdpv,H000011000110011101010011011110111110100110100001110100011001000111100000110000101110111011011010110100101100011011110000110000110111000101101011011110100111101001110111011010100110001001110101011001010110111101100110011101110111000101100101011011100110111100111100101110111011000100110100101100011011100110111001001101000011011010111100001110001001001001111000001110110,Hamming,True,0.01,fjozhtdpawmicxaqkzzwjbueofwqenoywbicsrhmxq$ðv
dgedgquhojbcvnpyhltochkcgkaztwyikywswxyxfevgzksjghoyxolkpsszynpmjzszcncctgqh,F0110010001100111011001010110010001100111011100010111010101101000011011110110101001100011111000110111010001101110011100000111100101101000011011000111010001101111011000110110100101101010011000110110011101101011011000010111111001110100011101110111100101101001011010110111100101110111011100110111010101111000011110010111100001100110011001010111011001100111011110100110101101110011011010100110011101101000011011110111100101111000011011110110110001101011011100000111001101110011011110100111100101101110011100000110110101101010011110100111001101111010011000110110111001100011011000110111010001100111011100010110100028c7,Fletcher,True,0.02,dgedgquhojcãtnpyhltocijcgka~twyikywsuxyxfevgzksjghoyxolkpsszynpmjzszcncctgqh
vmjpqtdocijgehektmkbcihjqpa,H10001111011001110110101101010011110000011100010111010001100100001101111011000110110100101101010011001110110010101101000011001011011010110111010001101101011110110110001001100011011010010110100001101010011100010111000001100001,Hamming,True,0.01,vmjpqtdocijgehektmkbcihjqpa
smrjyxwunkqomssdxrpyyhhwscxbloukfqxlmpacuzxhkveqibueskizbdvrghczcjxcsqeppeiludtmotqdlixfnnzvumcwwaju,H000011110011011101101011100100101010100111100101111000011101110111101010110111001101011011100010110111101101101011110110111000100110010001111000011100100111000001111011011110010110100001101000011101110111001101100011011110000110001001101100011011110111010010110101001100110011100010111100001101100011011010111010001100001011000110111010111111010011110000110100001101011011101100110010101110001011010010110001001110101011001010111011111101011011010010111101001100010011001000111011001110010011001110110100001100001101111010001000110110101001111000011000110111000101110001011001010111000001110000011001010110100101101100011101010110010001110100011011010110111101100100011100010110010001101100011010010111100001100110011011100110111001111010011101100011010011101101011000110111011101110111011000010110101001110101,Hamming,True,0.04,smrjyxwunkqom{qdxrp{yhhwscxbloujfqxlmtacuúxhkveqibõewëizbdvrghcz#jxcqqeppeiludtmodqdlixfnnzv4ícwwaju
aopwpcbmvboulvnwahinowwkrwqdlluomyievoyrmeeosvsvbgzzvpjlwtzojdsaweyvllegcnlcygbxmcmsecattrvspbydx,F01100001011011110111000001110111011100000110001101100010011011010111011001110010011011110111010101101100011101100110111001110111011000010110100001101101011011100110111101110111011101110110101101110010011101110111000101100100011011001110110001110101011011110110110101111001111010010110010101110110011011110111100101110010011011010010010101100101011011110111001101110110011000110111011001100010011001110111101000111010011101100111000001101010011011000111011101110100011110100110111101101010011001000111001101100001011101110110010101111001011101100110110001101100011001010110011101100011011011100110110001100011011110010110011101100010011110000110110101100010011011010111001101100101011000110110000101110100010101000111001001110110011100110111000001000010011110010110010001111000b8c5,Fletcher,True,0.02,aopwpcbmvroulvnwahmnowwkrwqdlìuomyéevoyrm%eosvcvbgz:vpjlwtzojdsaweyvllegcnlcygbxmbmsecatTrvspBydx
efveawopwvgfbafjqqxggvuxiwhuidxgtotxroil,F01100101011001100111011001100101011000010111011101101111011100000111011101110110011001110110011001100010011000010110011001101010011100010011000101111000011001110110011101110110011101010111100001101001011101110110100001110101011010010110010001111000011001110111010001101111011101000111100001110010011011110110100101101100c2eb,Fletcher,True,0.04,efveawopwvgfbafjq1xggvuxiwhuidxgtotxroil
mxsnofzxkvqymytipxdyximvzpyvdegklfkaqbbbkridtnpcvivtmalvjazlkqglsyhfoygbdmrojoooqacokzobjfujchvuj,F01101101011110000101101101101110011011110110011101111010001110000110101101110110011100010111100101101001011110010111010001101001011100000111100001100100011110010111100001101001011011010111011001111010011100000011100101110110011001000110010101100111011010110110110001100110011010110110000101110001011000100110001001100010011010110111001001101001011001000111010001101110011100000110001101110110011010010111011001110100011011010110000101101100011101100110101001100001011110100110110001101011001100010110011101101100011100110111100101101000011001100111111101111001011001110110001001100100011011010111001001101111011010100110111101101111011011110111000101100001011000110110111101101011011110100110111101100010011010100110011001110101011010100110001101101000011101100111010001101010a3ba,Fletcher,True,0.01,mx[nogz8kvqyiytipxdyximvzp9vdegklfkaqbbbkridtnpcvivtmalvjazlk1glsyhfygbdmrojoooqacokzobjfujchvtj
eqwbubnpibqavovougfuwflwvrmjnldrdjjbqtsagdfawqioufiixiwwomlxnrwgphuynzmrjilksnafre,H110011000101011110000011101110101000100111000101100010011011100111100000110100101100010011100011110000101110110011011110111011000100111101110101011001110110011001110101011101110110011001101100011101110111011001110010011011010110101001101110011011000110010000111001001100100011010100110101001100010011100010111010001110011011000010110011101100100011001100110000101110111011100010100100101101111011101010110011001101001011010010111100001101001011101110111011101101111011011010110110001111000011011100111001001110101101100101011100100110100000110101011110010110111001111010011011010111001001101010011000010110110001101011011100110110111001100001011001100111001001100101,Hamming,True,0.01,epwbqbnpibqávovOugfuwflwvrmjnldrdjjbqtsagdfawqIoufiixiwwomlxnzwerh5ynzmrjalksnafre
zdefjiilcleoawvmwbauigpkkqlviawokebnahxyuuziztxzdbxmuaumbvsdyoys,F01111010011001000110010101100110011010100110100101101001011011000110001101101100011001010110111101100001011101110111011001101101011101110110001001100001011101010110100101100111011100001110101101101011011100010110110001110110011010010110000101110111011011110110101101100101011000100110111001100001011010000111100001111001011101010111010101111010011010010111101001110110011110000111101001100100011000100111100001101101011101010110000101110101011011010110001001110110011100110110110001111001011011110111100101110011fd78,Fletcher,True,0.01,zdefjiilcleoawvmwbauigpëkqlviawokebnahxyuuzizvxzdbxmuaumbvslyoys
ugttldjyydkhhnzahupaksbqcgkiyku,F011101010110011101110100011101000110110001100000011010100111100101111001011001000110101101101000011010000110111001111010011000010110100001110101011100000110000101101011011100110110001001110001011000110110011101101011011010010111100101101011011101017831,Fletcher,True,0.01,ugttl`jyydkhhnzahupaksbqcgkiyku
jiuujofgcciligoulpfjhtfqgujyecuapdaovgctckemsuyozbdksesjcwbwxr,F0110101001101001011101010111010101101010011011110110011001110111011100110110001101101001011011000110100101100111011011110111010101101100011100000110011001101010011010000111010001100110011100010110011101110101011010100111000101100101011000110111010101100001011100000110010001100011011011110111011001100111011000110111010001100011111010110110010101101101011100110111010101111001011011110111101001100010011001000110101101110011011001010111001101101010011000110111011101100010011101110111100001110010886d,Fletcher,True,0.013333333333333334,jiuujofwsciligoulpfjhtfqgujqecuapdcovgctcëemsuyozbdksesjcwbwxr
tmdvygovdovpukgiujnpnbftudnxdhbwvevxbzmuvibmawtehuiggalylwvoyrcaqraps,F0111010001101101010001000111011001111001011001110110111101110110011001000110111101110110011100000111010101101011011001110110100101110101011010100110111001110000011011100110001001100110011101000111010101000100011011100111100001100100011010000110001001110111111101100110010001110110011110000110001001111010011011010111010101110110011010010110001001101101011000010111001101110100011001010110100001110101011010010110011101100111011000010110110001111001011011000111011101110110011011110111100101110010011000110110000101110001011100100110000101110000011100116014,Fletcher,True,0.013333333333333334,tmDvygovdovpukgiujnpnbftuDnxdhbwödvxbzmuvibmastehuiggalylwvoyrcaqraps
yfzcrnfmftxylstkrkkarcqoplefefsgonkjfqjagmjuc,F0111100101100110011110100110001101110010011011100110111001101101010001100111010001111000011110010110110001110011011101000110101101110010011010110110101101100001011100100110001101110001011011110111000001101100011001010110011001100101011001100111001101110111011011110110111001101011011010100110011001110001011010100110000101100111011011010110101001111101011000112289,Fletcher,True,0.04,yfzcrnnmFtxylstkrkkarcqoplefefswonkjfqjagmj}c
ooueqtfbyrtzjbzmprshodbfzpgmsmrggyionvghgihoks,F01101111011011110111010101100101011100010111010001100110011000100111100101110010011101000111101001101010011000100111101001101101011100000111001001110011011010000110111101100100011000100110011001111010011100000110011101101101011100110110110101110010011001100110011101111001011010010110111101101110011101100110011101101000011001110110100101101000011011110110101101110011dc13,Fletcher,True,0.01,ooueqtfbyrtzjbzmprshodbfzpgmsmrfgyionvghgihoks
tkgavoblrlwncmlhwabnoyadstmujfmgdtlupnfymobdoqpmhlckbuabkeszppijbooqqtaixbvvdydovm,H100111100100011001011011001110101000010101011001101111011000100111011000111001001101100011101110110111001100011011011010110110000110100001110111011000010110001001101110011011110111100101100001011001000111001111110100011011010111010101101010011001100110110010110011101100100011101000110110001110111011100000110111001100110011110010010110101101111011000100110010001001111011100010111000001101101011010000110111001100011011010110110001001110101011000010110001000101011111001010111001101111010011100000111000001101010101101010011000100110111101101111011100010111000101110100011000010110101101111000011000100111011001110110011001000111100101100100011011110111011001101101,Hamming,True,0.04,tkgaVoblrlwncmlhwabnoyadsômujfmgdtlwpnfy-obdOqpmhnckbuab+åszppijbooqqtikxbvvdydovm
yvscfbhftzgxgprakviyubsler,F0111100101110110011100110110001101100110011000100110100001100110011101000111101001100111011110000110011101110000011100100110000101101011011101100100100101111001011101010110001001110011011011000110010101110010d395,Fletcher,True,0.02,yvscfbhftzgxgprakvIyubsler
bndhvewzsapqobzx,F01100010011011100110010001101000011101100110010101110111011110100111001101100001011100000111000101101111011000100111101001111000bc5b,Fletcher,False,0.04,bndhvewzsapqobzx
pgqyoxedyzkpyfhleaoamuzhsczhmzpxdptqfzpytssffotwnezjayusk,F01110000011001110111000101111001011011110111100001100101011001000111100101111000011010110111000001111001011001100110100001101100011001010110000101101111011000010110110101110101011110100110100001110011011000110111101001101000011011010111101001110000011110000110010001110000011101000111000101100110011110000111000001111001011101000111001101110011011001100110011001101111011101000111011101101110011001010111101001111010011000010111100101110101011100110110101183cc,Fletcher,True,0.04,pgqyoxedyxkpyfhleaoamuzhsczhmzpxdptqfxpytssffotwnezzayusk
pxlfajnjhojofskmgflldaemb,H1100111000000111110000110110001010011001100001011010100110111000110101001101000011011110110101001101111011001100111001101101011001101101011001110110011001101100011011000110010000100001011011010110110101100010,Hamming,True,0.013333333333333334,pXlfajnjhojofskmgflld!mmb
vbkvbziolzwetpmfxvrrocgazvaxxghqsoiqybldcavufziqazahnmjljksozukigdqluandmppuu,F01110110011000100110101101110110011000100111101001101001011011110110110001111010011101110110010101110100011100000110010101100110011110000111011001110010011100110110111101100011011000110110000101111010011101101110000101101000011110000110011101101000011100010111001101101111011010010111000101111001011000100110110001100100011000110110000101110110011101010110011001111010011010010111000101100001011110100110000101101000011011100110110101101010011011000110101001101011011100110110111101111010011101010110101101101001011001110110010001110001011011000111010101100001011011100110010001101101011100000111000001110101011101015c40,Fletcher,True,0.01,vbkvbziolzwetpefxvrsoccazváhxghqsoiqybldcavufziqazahnmjljksozukigdqluandmppuu
fekwspmipmxtvnehoboayjujejulxayjdrsbpcxtmpqgtabfpfhdilhobphbkhaykzyqh,F011001100110010101101011011101010111001101110000011011010110100101110000011011010111100001110101011101100110111001100101011010000110111101100010011011110110000101111001011010100111010101101010011001010110101001110101011011000111100001100001011110010110101001100100011100100111001101100000011100000110001101111000011101000110110101110000011100010110011101110100011000010110001001100111011100000110011001101000011001000110100101101100011010000110111101100010011100000110100001000010011010110110100001100001011110010110101101111010011110010111000100101000dc00,Fletcher,True,0.013333333333333334,fekuspmipmxuvnehoboayjujejulxayjdrs`pcxtmpqgtabgpfhdilhobphBkhaykzyq(
gsnemhaliokyrnmejjsnsvbvofwoorcedigo,H000011010111011010011011011100101001010110110101101000011000010011011000110100101101111011010110111100101110010011011110110110110110010101101010011010100111001101101110110100110111011001100010011101100110111101100110011101110110111101101111011100100110001110110010101100100011010010110011101101111,Hamming,True,0.04,gsnemhaliokyrkmejjsnÓvbvofwoorcedigo
fvkaluybmpuohiysjeoeiqqfyzhdgshodcyvhgrrtfdmucsdxrfgbew,F011001100111011001101011011000010110010001110101011110010110001001101101011100000111010100101111011010000110100101111001011100110110101001100101011011110110010101101001011100010111000101100110011110000110101001101000011001000110011101110011011010001110111101100100011000110111100101110110011010000110011101110010011100100111010001100110011001000110110101110101011000110111001101100100011110000111001001100110011001110110001001100101011101112fbe,Fletcher,True,0.01,fvkaduybmpu/hiysjeoeiqqfxjhdgshïdcyvhgrrtfdmucsdxrfgbew
thqdlicukfnfomkqvevgonncugolukeoodecoayrwcapsdnvehkehtgelwvljfynvdpxbsvjxyy,H1000111101000110010000111000101010010001101100011010010110101100111010101101011111001100110111001000110011011110110110101101011101110001011101100110010101110110011001110110111101101110011011100110001101110101011001110110111101101100011101010110101101100101101101111011011110110010001100101011000110100111101100001011010010111001001110111011000110110000101110000011100110110010001101110011101100110010101101000011010110110010101101000011101000110011101100101011011000111011101110110011011000110101001100110011110001011011100111011001100100011100000111100001100010011100110111111001101010011110000111100101111001,Hamming,True,0.013333333333333334,thqdlikukænFomkqvevgonncugolukeoodecOairwcapsdnvehkehtgelwvljfynvdppbs~jxyy
tsmwgtaunf,F01110100011100110110110101110111011001110111010001100001011101010110111001100110543d,Fletcher,False,0.04,tsmwgtaunf
ebbjbyauetsafljqqwudqskbjmaplofkinwrkutakbhsinhkiatzisnxihlmcbrkzmvujahvi,H000111000101011100010010000100111010100110001001111001011000010111101010110010101110100011100110110000101100110011011000110101010111000101110001011101110111010101100100011100010111001101101011011000100110101001101101011000010111000001101100011011110110011000110101101101001111011100111011101110010011010110111010101110100011000010110101101100010011010000111001101101001011011100110100001101011011010010110001101110100011110100110100101110011011011100111100001101001011010000110110001101101011000110110001001110011001101011011110100110110101110110011101010110101001100001011010000111011001101001,Hamming,True,0.04,ebBjbyauetsafljqq7udqskbjmaplofkiîwrkutakbhsinhkictzisnxihlmcbrkzmvujahvi
lrfgpbdljlbxkmcgloeytkvfbhfhllianznmjgynnusvralwuvbonvyonpakhklalsehwmqpqcaglevlwi,F01101100011100100110011001100111011100000110001001000100011011000110101001101100011000100111101001101011011011010110001101100111011011000110111101100101011110010111010001101011011101100110011001100010011010000110011001101000010011000110110001100001011000010110111001111010011011100110110101101010011001110111100100101110011011100111010101110011011101100111001001100001011011000111011101110101011101100110001001101111011011100111011001111001011011110110111001110000011000010110101101101000011010110110110001101001011011000111001101100101011010000111011101101101011100010111000001110001011000110110000101100111011011000110010101110110011011000111011101101001fadd,Fletcher,True,0.04,lrfgpbDljlbzkmcgloeytkvfbhfhLlaanznmjgy.nusvralwuvbonvyonpakhklilsehwmqpqcaglevlwi
ykoaiefqbuautxfhtm,F0111100101101011011010110110000101101001011001010110011001110001011000100111010101100001011101010111010001111000011001100110101001110100011011012466,Fletcher,True,0.01,ykkaiefqbuautxfjtm
wqcngdolqavnvoicienwutofbfpqhcyaxdsofvcfeoevobbckz,F01110111011100010110001101111110011001110110010001101111011011000111000101100001011101100110111001110110011011100110100101100011011010010110010101111110011101110111010101110100011011110110011001100010011001100111000001110001011010000110001101111001011000010111100001100100011100110110011101100110011101100110001101100110011001010110111101100101011101100110111101100010011000100110001101101011011110103328,Fletcher,True,0.04,wqc~gdolqavnvnicie~wutofbfpqhcyaxdsgfvcfeoevobbckz
wqldfhgbme,F001101110111100101101100011001000110011001101000011001110110001001101101011001019238,Fletcher,True,0.013333333333333334,7yldfhgbme
ohypkgfgjonufcfspdbrtbeaxdnrdhyyqdwvcmdyfqmmtwpqktlkawkarhdkkelznkdxrcztrbdqty,F0110110101101000011110110111000001101011011001110110011001100111011010100110111101101110011101010111011001100011011001100111001101110000011001000110001001110010011101000110001001100101011000010111100001100100011011100111011001100100011010000101100101111001011100010110010001110111011101100110001101111101011001000111100101100110011100010110110101101101011101000111011101110000011100010110101101110100011011000110101101100001011101110110101101100001011100100110100001100100011010110100101101100101011011000111101001101110011010110110010001111000011100100110001101111010011101000111001001100010011001000111000101110100011110014dbd,Fletcher,True,0.013333333333333334,mh{pkgfgjonuvcfspdbrtbeaxdnvdhYyqdwvc}dyfqmmtwpqktlkawkarhdkKelznkdxrcztrbdqty
dhhfqrlrqwnhuiupukjemhtehzyozjndyvckfkndfzkps,F011001000110100001101000011001100111000101110010011011000111011001110001011101110110111001101000011101010110100101110101011100000111010101101011011010100110010101101101011010000111010001100101011010000111101001111001011011110111101001101010011011100110010001111001011101100110001101101011011001100110101101101110011001000111011001111010011010110111000001110011bd84,Fletcher,True,0.04,dhhfqrlvqwnhuiupukjemhtehzyozjndyvckfkndvzkps
boebklyuhkugvpzzstqkffwkjkebaazhbngiytqqqggqvyrohbksrbnhzgquumqllaraflikahrafnmbl,H0100110000100111011110110010101110001001101011011011000111100100111010101101000011010110111010101110111011101100111000001111010001111010011100110111010001110001011010110110011001100110011101110110101101101010011010110110010111100010011000010110000101111010001101000011000100110111001100111011010010111100101110100011100010111000101110001011001110110011101110001011101100111100101110010011011110110100001100010010010110111001101110010011000100110111001101000011100100110011101110001011101011111010101101101011100001011011000110110001100011011100100110100101100110011011000110100101101011011000010110100001110010011000010110011001101111011011010110001001101100,Hamming,True,0.02,boebklyuhkuwvpzzstqkffwkjkeâaazhbngiytqqqggqvyrohbKsrbnhrgquÕmqllcriflikahrafombm
uotapibafyimhdbbrnbiijaphtowwwihsr,F01110101011011110111010001100001011100000110100101100010011000010110011001111001011010010110110101101000011001000110001001100010011100100110111001100011011010010110100101101010011000010111000000101000011101000110111101110111011101110111011101101011011010000111001101110010adbd,Fletcher,True,0.01,uotapibafyimhdbbrnciijap(towwwkhsr
njeigruoeyynifzmnmxhlropvtnpgldaiqgjooakruxfsdyyacoqnepntjsyrwjtmrvzynpztdllpgilbtuqiwocmnuqg,H0000110111100111010100110010101010100101100111011100100111010100110111101100101011110010111100101101110011010110110011001111010001101101011011100110110101111000011010000110110001110010011011110101000001110110011101000110111001110000011001110110100001100100001100001011011010111000101100111011010100110101101101111011000010110101101110010011101010111100001100110011100110110010001111001011110010110000101100011011011110111000101101110011001010111000001101110011111000110101001110011011110010111001001110111011010110011101000110110101110010011101100111101001111001011011100111000001111010011101000110010001101100011011000111000001100111011010010110110011100010011101000111010101110001011010010111011101100111011000110110110101101110011101010111000101100111,Hamming,True,0.02,njeigruoeyynkfzmnmxhlroPvtnpghdamqgjkoakruxfsdxyacoqnepn|jsyrwjtmrvzynpztdllpgilâtuqiwgcmnuqg
tkxqcwhisfydfrdntafxlfevfqq,H00011111010001100101101111000010110001011000110111011101101000001101001011100110110011001111001011001000110011001110010011001001011011100111010011100001011001100111100001101100011001100110010101110110011001100111000101110001,Hamming,True,0.04,tkxqcwhisfydfrdntafxlfevfqq
jkenvdtsidqeiizucliwnncdsddixqgcsfhjqdcvxjrjktrdyxoxxugmvqglhiizcsv,F01101010011010110110010101101110011101100110010001110100011100110110100101100100011100010110010101101001011010010111101001110101011000110110110001101001011101110110111001101110011000110110010001110011011001000110010001101001011110000111000101100111011000110111001101100110011010000110101001110001011001000110001101110110011110000110101001110010011010100110101101110100011100100110010001111001011110000110111101111000011110000111010101100111011011010111011001110001011011110110100001101000010010010110100101111010011000110111001101110110a903,Fletcher,True,0.01,jkenvdtsidqeiizucliwnncdsddixqgcsfhjqdcvxjrjktrdyxoxxugmvqohhIizcsv
evqlvstloostgclatafmzjrvjbcwlqjeeczxwyt,H010111010101011110110011100010111011000111011001100011011101000011011000110111101101111011100110111010001100111011000110110110000110000101110100011000010110011001101101011110100110101001110010011101100110111001100010011000110111111101101100011100010110101000110010101100101011000110111101001111000011101100111100101110100,Hamming,True,0.01,evqlvctloostgclatafmzjrvnbclqjeeczzvyt
ljjnxqsfjbgbynmomqpgbxwnmgyuvyfilgomiaawyownytwowuazacncfxtxqqghqhpts,F011011000110101001101010011011100111100001110001011100110110011001101010011000100110011101100010011110010010111001101101011011110110110101110011011100000110011101100010011110000110011101101100011011010110011101111001011101010111011001111001011001100110100101101100011001110110111101101101011010010110000101100001011101110111100101101111011101110110111001111001011101000111011101101111011101110111010101100001011110100110000101100011011011100110001101100110011110000111010001111000011100010111000101100111011010000111000101101000011100001111010001110011eb1d,Fletcher,True,0.013333333333333334,ljjnxqsfjbgby.momspgbxglmgyuvyfilgomiaawyownytwowuazacncfxtxqqghqhpôs
hzfvdfugjw,F01101000011110100110011001110110111001000110011001110101011001110110101001110111783b,Fletcher,True,0.04,hzfväfugjw
uwvhgglyxkgedumiyhhxevhvrrtarddhzdgtjyzdcfysucrwtegraktbtmuxoghjjaqprsmdg,F011101010111011101110110011010000110011101100111011011000111100111111000011010110110011101100101011001000111010101101101011010010111100101101000011010000111100001100101011101100110100001110110011100100111001011110100011000010111001001100100011001100110100001111010011001000110011101110100011010100111100101111010011001000110001101100110011110010111001101110101011000110111001001110111011101000110010101100111011100100110000101101011011101000110001001110100011011010111010101001000011011110110011101101000011010100110101001100001011100010111000001110010011100110110110101100100011001113823,Fletcher,True,0.04,uwvhgglyøkgedumiyhhxevhvrrôardfhzdgtjyzdcfysucrwtegraktbtmuHoghjjaqprsmdg
lojgetalswmotdvuwukfcikvbvlfyccucetbvdnbrftaovkdhgmwpdycybrznbtzjcmrshb,H00001100110001100111101101010011100111011001010111010001100001001101100011100110110001101101101011011110111010001100100011101101011101010111011101100101011010110110011001100011011010010110101101110110011000100111011001101100011001100111100101100011011000101011101010110001101100101011101000110001001110110011001000110111001100010011100100110011001110100011000010110111101110110011010110110010001101000011001110110110101110111011100000110010001111001011000110111100101100010011100100111101001101110011000100011011000111101001101010011100110110110101110010011100110110100001100010,Hamming,True,0.04,lojgetalscmotdvuwekfcikvbvlfyccucetbvd~brftaovkdhgmwpdycybrznb4zjsmrshc
blzkrddhiwhtxpzbwawdmbfqfckvxymrpgdwok,F011000100110110001111010011010110111001000100100011001000110100001101001011101110110100001110100011110000111000001111010011000100111011100100001011101110110010001101101011000100110011001100001011001100110001101101011011101100111100001111001011011010111001001110000011001110110010001110111011011110110101187d9,Fletcher,True,0.04,blzkr$dhiwhtxpzbw!wdmbfafckvxymrpgdwok
ukmliwbdmbgtghje,H0001111001010111010110110110101010110001101001011101110110001010110010001111101011000100110011101110100011001110110100001100010001100101,Hamming,True,0.04,ukmliwbä}bgtghbe
groauefylasrxdbtlepzvy,H0100110001110111100100110110101010000101110101011001010110011001111100101101100011000010111001101110010011110000110010001100010001110100011011000110010101110000011110100111011001111001,Hamming,True,0.01,groauefylasrxdbtlepzvy
czsnlgeocidgcrlluoxqhycrrrripafaddlvbbonyolpnfngbtjuyxooglyqiqn,H1101110000110110110100111001101010111001101100011001110110010101110111101100011011010010110010001100111111000110111001001101100001101100011101010110111101111000011100010110100001111001011000110111001001110010011100100111001001101001011100000110000101100111001100001011001000110010011101100011101100110001001100010011011110111111001111001011011110110110001110000011011100110011001101110011001110110001001110100011010100111010101111001011110000110111101101111011001110110110001101001011100010110100101110001011011110,Hamming,True,0.02,czsnlgeocidgãrlluoxqhycrrrripafaddìvbbo~yolpnfngbtjuyxoogliqéqn
nvyqcniyxaausxikxmrdoluxrxcdzhxpdzstopkl,F011011100111011001111001011100010110001101101110011010010111100101111000011000010110000101110101011100110111100001101011011010110111100001101101011100100110010001101111011011000111010101111000011100100111100001100011011001000111101001101000011110001111000001100100011110100111001101110100011011110111000001101011011011008be6,Fletcher,True,0.013333333333333334,nvyqcniyxaausxkkxmrdoluxrxcdzhxðdzstopkl
nzdjevcbzmgazukqvoimmubmjtrntb,H00001100111001111101001100100011101010011001010111011001100011011100010011110100110110101100111011000010111101001110101011010110011100010111011001101111011010010110110101101101011101010110001001101101011010100111010001110010011011100111010001100000,Hamming,True,0.04,nzdjevcbzmgazukqvoimmubmjtrntb
mfhpbgyvgsrzpohqytzqlqboltuqymdqla,F0110110101100110011010000111000001100010011001110111100101110110011001110111001101110010011110100111000001111111011010000111000101111001011100000111101001110001011011000111000101100010011011110110110001110100011101010111000101111001011011010110110001110001011011000110000184c3,Fletcher,True,0.04,mfhpbgyvgsrzphqypzqlqboltuqymlqla
ubiomuidcacrllxoqckspbbeeekfbirkkogjxqqdtmjczthqycympcuvmyolrtpahmvphnldnsbgzxxdvovxrzxfrjxcswjnkow,H1100111101010111000100110100101110111101101101011101010110100101110010001100011011000010110001101110010011011000110110001111000001101111011100010110001101101011011100110111000001100010011000100110010101100101011001010110101101100110011000100110100101110011001101011011010110110111101100111011110100111100001110001011100010110010001110100011011010110101001100011011010100111010001101000011100010111100101100011011110010110110101110000011000110111010101110110001001110111100101101111011011000111001001110100011100000011000010110100001101101011101100111000001101000011011100110110001100100011011100111001101100010011001110111101001111000011110000110010001110110011011110111011001111000011100100111101001111000011001110111001001101010011110000110001101110011011101110110101001101110011010110110111101110111,Hamming,True,0.01,ubiomuidcacrlhxoqckspbbeeekfbirkkogzxqqdtmjcjthqycympcuv'yolrtpahmvphnldnsbgzxxdvovxrzxgrjxcswjnkov
